"Issuance Date","Vintage Start","Vintage End","ID","Name","Country","Project Type","Methodology","Total Vintage Quantity","Credits Quantity Issued","Serial Number","Additional Certifications","Retirement/Cancellation Date","Retirement Beneficiary","Retirement Reason","Retirement Details"
"14/10/2020","01/01/2014","31/12/2014","535","78 MW AKOCAK Hydroelectric Power Plant","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","69,165","2,340","8842-48565492-48567831-VCS-VCU-279-VER-TR-1-535-01012014-31122014-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x86ae2923bfa830b401d8e5f6250ec869763530d6a048cd06bbb81c73371d3108-9"
"24/07/2020","01/01/2010","31/12/2010","982","Combined cycle natural gas based grid connected power plant at Jegurupadu, India","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","695,160","1,004","8498-26191527-26192530-VCS-VCU-337-VER-IN-1-982-01012010-31122010-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x01b618d5474827c301cbf6ba4921c55ddc2d5cfeb34b97b86204a14e43157a4d-30"
"10/07/2020","01/01/2011","08/09/2011","1002","Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","729,315","19,012","8434-20467499-20486510-VCS-VCU-508-VER-IN-1-1002-01012011-08092011-0","","18/10/2021","0x754ee0740a1339832F288D3F484513f30e122C27","Other","TOUCAN-1.0-137-0xb3c70011bbe02006e1e912e8d054e862639b26c392021af8c9a12ae09418bcdd-167"
"10/07/2020","01/01/2011","08/09/2011","1002","Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","729,315","20,988","8434-20486511-20507498-VCS-VCU-508-VER-IN-1-1002-01012011-08092011-0","","18/10/2021","0xEeDD99bbF1B856f9841B4102dad349AD996Dbd11","Other","TOUCAN-1.0-137-0xf74a9d4f2d18d8897914e6a1b7126922498ddf4eb2c9b0e6745c6f2ed2831ba9-164"
"10/07/2020","01/01/2011","08/09/2011","1002","Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","729,315","80,024","8434-20177475-20257498-VCS-VCU-508-VER-IN-1-1002-01012011-08092011-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xf139ea9ebd95eda0cd63b127ca1089497e29e48b471a688608613293f3a6cb24-33"
"10/07/2020","01/01/2011","08/09/2011","1002","Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","729,315","210,000","8434-20257499-20467498-VCS-VCU-508-VER-IN-1-1002-01012011-08092011-0","","15/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xc212909edc1516c0bf60ff5ca1e6eec2924b804f77f2b1f8be5628614be1f580-102"
"10/07/2020","01/01/2011","08/09/2011","1002","Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","729,315","200,000","8434-19977475-20177474-VCS-VCU-508-VER-IN-1-1002-01012011-08092011-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x58efc77bb0f1e8ecca98580e5bf344451a35923122a6e9d30b3617ac5ae4dcc8-63"
"10/07/2020","01/01/2010","31/12/2010","982","Combined cycle natural gas based grid connected power plant at Jegurupadu, India","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","695,160","1,004","8435-20507499-20508502-VCS-VCU-337-VER-IN-1-982-01012010-31122010-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x5ffa57748c933c287f2b89d01077427487a860be659a08df71161200348a1ff4-31"
"10/07/2020","01/01/2010","31/12/2010","982","Combined cycle natural gas based grid connected power plant at Jegurupadu, India","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","695,160","190,881","8435-20511503-20702383-VCS-VCU-337-VER-IN-1-982-01012010-31122010-0","","14/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xb05eb3901a8eecd78cab519abf5c8ce00b9778bc716b774ccbcfb10ce66eb625-65"
"29/06/2020","01/01/2020","29/02/2020","1418","Renewable Energy Project by LNB Group","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","3,462","1","8367-10851649-10851649-VCS-VCU-1423-VER-IN-1-1418-01012020-29022020-0","","11/10/2021","0xE19EE76b31722068e58F33889E94d476EC2ee106","Retirement for Person or Organization","TOUCAN-1.0-137-0x01cbf2c3aede792f052e6e9e53a0aa575e6be4a2086335fcdfe455e3a81d59c4-2"
"29/06/2020","01/01/2020","29/02/2020","1418","Renewable Energy Project by LNB Group","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","3,462","1","8367-10851650-10851650-VCS-VCU-1423-VER-IN-1-1418-01012020-29022020-0","","11/10/2021","0x22270a0b82cbf0bd80c6e0fad85342600518e114","Retirement for Person or Organization","TOUCAN-1.0-137-0x01cbf2c3aede792f052e6e9e53a0aa575e6be4a2086335fcdfe455e3a81d59c4-2"
"22/05/2020","01/01/2019","31/12/2019","892","Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","379,412","100,000","8230-2854620-2954619-VCS-VCU-279-VER-CN-1-892-01012019-31122019-0","","16/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xc77bf4fa3443af18cb5d6adfc065979b7b8f3b4ece62cf0c642f5f4f36294df6-76"
"22/05/2020","01/01/2020","29/02/2020","892","Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","58,870","30,000","8231-3178607-3208606-VCS-VCU-279-VER-CN-1-892-01012020-29022020-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0x3529a6524bdfcccf113adbf7438aab97649dd8e3dff6afb82352386f1bb66994-213"
"30/03/2020","01/01/2011","23/02/2011","1310","Guohua Tongliao Kezuo Zhongqi Phase I 49.5 MW Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","5,000","5,000","8116-458480677-458485676-VCU-003-APX-CN-1-1310-01012011-23022011-0","","19/10/2021","0x6D4b1d2e2986Cee0c2cB82cd17ad5b3289f6FBE8","Other","TOUCAN-1.0-137-0x7b9729b86145f12fe1c8a6482f4a0643d8d4f29e26eb97ff71f186dca991a0c9-339"
"29/03/2020","01/01/2019","31/12/2019","903","Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","456,968","1","8104-457243553-457243553-VCU-034-APX-CN-1-903-01012019-31122019-0","","18/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x5d33b555d788d09530d0d5443e9be181b2cc45cb34e51c4edfa4e7780ee37be4-191"
"29/03/2020","01/01/2019","31/12/2019","903","Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","456,968","1,000","8104-457243554-457244553-VCU-034-APX-CN-1-903-01012019-31122019-0","","18/10/2021","0x862bE47D3461caF475E02b9c5473BDD3D3766dF8","Other","TOUCAN-1.0-137-0x18a6c3ed42f9bea71c28a9c9cf4cfdf57f7f478f4597a048d22ca4a63ceb75f2-192"
"29/03/2020","01/01/2019","31/12/2019","903","Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","456,968","583","8104-457244554-457245136-VCU-034-APX-CN-1-903-01012019-31122019-0","","19/10/2021","0xA3fBf3282B227edfCeD3488Ac8b71AF4D38FC075","Other","TOUCAN-1.0-137-0x0b1dfe63121777d532032ffed14ada1edcf15d4b6d8cce08ad0d3e72974581af-323"
"29/03/2020","01/01/2019","31/12/2019","903","Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","456,968","4,999","8104-457238554-457243552-VCU-034-APX-CN-1-903-01012019-31122019-0","","16/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xd76f54e139f6dc71f8d4f8667825053f5f2fb46e6d4cf9e383b00f4b14dacb1b-131"
"27/03/2020","05/06/2009","31/12/2009","1002","Natural Gas based grid connected power project at Peddapuram, A.P. by Gautami Power Limited","India","Energy industries (renewable/non-renewable sources)","Baseline Methodology for Grid Connected Electricity Generation Plants using Natural Gas","674,253","663","8085-453895420-453896082-VCU-023-APX-IN-1-1002-05062009-31122009-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x019f0596f6409a41cc98ab0fc2f8e4b350f79ef1afca004b1df1108f37c467d5-36"
"18/03/2020","01/02/2014","31/12/2014","1301","Guohua  Rongcheng Phase ll Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","91,550","224","8012-447575356-447575579-VCU-034-APX-CN-1-1301-01022014-31122014-0","","27/10/2021","0x00000016F127c94A667Ae3C9fDF0C31c9C79826f","Other","TOUCAN-1.0-137-0x4c0b56dd072b53d319f6e5ebc7207f56e9dec6ba396ff0d6621846026b260343-488"
"28/01/2020","01/08/2013","31/12/2013","513","Salto Pilão Hydropower Plant Project Activity","Brazil","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","206,679","8,000","7751-426654020-426662019-VCU-005-MER-BR-1-513-01082013-31122013-0","","19/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0xf1cc528e7550c035ba20f45d00447ac79abecf584732af60fd247a7816363a58-286"
"27/12/2019","01/07/2014","31/12/2014","674","Rimba Raya Biodiversity Reserve Project","Indonesia","Agriculture Forestry and Other Land Use","Conservation Projects that Avoid Planned Land Use Conversion in Peat Swamp Forests","2,097,490","29,000","7627-414200938-414229937-VCU-016-MER-ID-14-674-01072014-31122014-1","CCB-Gold","13/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0xd393ff2cf975bbcb6b30459b422a22f3b78890e64e78acc8d2ad8ba53a0c871e-7"
"26/12/2019","01/01/2017","31/12/2017","1356","Jiangsu Dongtai Phase II Wind Power Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","386,251","33,715","7619-412560763-412594477-VCU-034-APX-CN-1-1356-01012017-31122017-0","","22/10/2021","0xee66bfe308c0dece0f25c46b254df50cea743674","Other","TOUCAN-1.0-137-0x604fc7863e645b0a0fd961616b11f3b6c949dd567c0a58521067611c48a2568f-408"
"11/12/2019","01/01/2014","31/12/2014","986","Kumkoy Hydroelektric Power Plant, Samsun","Turkey","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","16,742","10,000","7484-401425826-401435825-VCU-045-MER-TR-1-986-01012014-31122014-0","","29/10/2021","0x5298ee22d6b4ec1a8c62944ba63a8a197ee726e2","Other","TOUCAN-1.0-137-0xaf4c65985a9f4086edb112c9b361c724759117ee420ad3ae3f0e827211445e2d-521"
"24/10/2019","01/01/2017","31/12/2017","1190","Wind power project in Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","46,287","408","7235-378936636-378937043-VCU-034-APX-IN-1-1190-01012017-31122017-0","","27/10/2021","0x1d2eFe161Ac6E2E06E80708CD58690B0C0816063","Other","TOUCAN-1.0-137-0xb92ebe811380e1b08fdc3c0f1f9d42d350de0b93c1e00ad7eabbcaeb9af29a3f-482"
"24/10/2019","01/01/2017","31/12/2017","1190","Wind power project in Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","46,287","1,000","7235-378935636-378936635-VCU-034-APX-IN-1-1190-01012017-31122017-0","","18/10/2021","0xFea7485ec830d655ae7C6dC79DEc03e25539E14b","Other","TOUCAN-1.0-137-0x26c969388907ca12d49c5db2b865d0934b8a4c1e51fed088d708af0ff8bf85f6-153"
"24/10/2019","01/01/2018","31/05/2018","1190","Wind power project in Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","15,118","3,156","7236-378948404-378951559-VCU-034-APX-IN-1-1190-01012018-31052018-0","","19/10/2021","0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F","Other","TOUCAN-1.0-137-0x974a00c9b375ee4c4e3dd3067ebd814f246836e4afef16c62a108d9d44e34665-342"
"24/10/2019","01/01/2018","31/05/2018","1190","Wind power project in Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","15,118","3","7236-378945246-378945248-VCU-034-APX-IN-1-1190-01012018-31052018-0","","14/10/2021","0x25bdFF8dB8d80971935A7f38A0CF31DeC62f7696","Other","TOUCAN-1.0-137-0x81ba03e822f23d0bc83f3b32bf3a3e98e53c7de1b1c333d9cc1ce2c6f1e15f03-3"
"24/10/2019","01/01/2018","31/05/2018","1190","Wind power project in Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","15,118","602","7236-378951560-378952161-VCU-034-APX-IN-1-1190-01012018-31052018-0","","18/10/2021","0xee9930a62fbf85fb443ad3d7410da665ebc90b83","Other","TOUCAN-1.0-137-0xa83cb5c1d10c6c45e0a12fe64b6441328da37caba39ecdceff7210f640ca69c1-199"
"24/10/2019","01/01/2018","31/05/2018","1190","Wind power project in Gujarat","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","15,118","3,155","7236-378945249-378948403-VCU-034-APX-IN-1-1190-01012018-31052018-0","","19/10/2021","0xd85cF713C480a6dFac34121Ee362A5e0Ef74001F","Other","TOUCAN-1.0-137-0xed1c54bf9982d83dbd5e308393f46b890f5b5dbbc9e41871ba0f3611ea20618e-313"
"04/09/2019","01/01/2016","31/12/2016","1742","Hydroelectric Project in Kinnaur District in Himachal Pradesh","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","3,504,652","13,134","7053-366816560-366829693-VCU-034-APX-IN-1-1742-01012016-31122016-0","","21/10/2021","0xE8d7763b7C6F969cF1b2eE8a88281bB172Aa91Ff","Other","TOUCAN-1.0-137-0x5cf60091d563b87d99ddbec274441b7b19f6047a23408f330e5bc282fefa4296-398"
"04/09/2019","01/01/2016","31/12/2016","1742","Hydroelectric Project in Kinnaur District in Himachal Pradesh","India","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","3,504,652","20,000","7053-366796560-366816559-VCU-034-APX-IN-1-1742-01012016-31122016-0","","19/10/2021","0x6A97294Fe979b9B87d309F530796b24daa53f1B4","Other","TOUCAN-1.0-137-0x43377029e0ebb9afd52de3b76e88d80ea9709365007c12a1b3e53472015a248a-325"
"16/01/2019","01/01/2017","31/12/2017","1477","Katingan Peatland Restoration and Conservation Project","Indonesia","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","4,830,311","1","6359-303397758-303397758-VCU-016-APX-ID-14-1477-01012017-31122017-1","CCB-Gold","14/10/2021","0x25ADf50119f91cfDd59D20318fcB70aaA0F1b26F","Other","TOUCAN-1.0-137-0xcde435700a139fc36b33e2c4f198459eb6d0137e9a279f1374f5989f97800d0f-68"
"13/06/2018","01/01/2014","31/12/2014","1577","Fujian Yong’an Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","52,814","10,000","5859-264329256-264339255-VCU-013-APX-CN-14-1577-01012014-31122014-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xb327642627005f525201e299d7fe0fa462ce72a20001e636cfb9af709adad890-14"
"13/06/2018","01/01/2014","31/12/2014","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","45,341","30,000","5861-264349256-264379255-VCU-013-APX-CN-14-1542-01012014-31122014-0","","21/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0xf2c1d4e8f35b8d5c55cbc46e030489a31a7e855c29585676401b6080107aa3c4-386"
"13/06/2018","01/01/2011","31/12/2011","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","76,844","20,000","5873-264491927-264511926-VCU-013-APX-CN-14-1529-01012011-31122011-0","","23/10/2021","0xdb97aa9b0c07254ef9e017641f5da271e5c31f35","Other","TOUCAN-1.0-137-0x6d24235a5ca526b1614c8fa045ed543f7cbdb42ec6530e7d22efca41e6aa7ca3-429"
"13/06/2018","01/01/2012","31/12/2012","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","76,049","10,000","5874-264512177-264522176-VCU-013-APX-CN-14-1529-01012012-31122012-0","","25/10/2021","0x327924cb8Fb1DaF959BBb8441F9B522E716F7794","Other","TOUCAN-1.0-137-0x4bae985599513e1170c7f6a6c9540b6c2dd59cbe198be9cf1d8615b49f0017bd-462"
"13/06/2018","01/01/2012","31/12/2012","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","76,049","9,750","5874-264522177-264531926-VCU-013-APX-CN-14-1529-01012012-31122012-0","","23/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0x6bc73a275c2a46314b5ae142e09177e5d4c102cf5bc2b198900c0b8a7a4ebb49-430"
"13/06/2018","01/01/2014","31/12/2014","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","74,460","40,000","5864-264429256-264469255-VCU-013-APX-CN-14-1529-01012014-31122014-0","","21/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0xcef350b52135c264254df7781978ff0a546c82a25cd5907ec66065b18b948b0a-387"
"13/06/2018","01/01/2013","31/12/2013","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","75,255","5,000","5875-264531927-264536926-VCU-013-APX-CN-14-1529-01012013-31122013-0","","25/10/2021","0xFea7485ec830d655ae7C6dC79DEc03e25539E14b","Other","TOUCAN-1.0-137-0xd73f631c2007c73045ce26f9f388ac8774bd218eb4e9dddc14728d6afeddfbbb-461"
"13/06/2018","01/01/2013","31/12/2013","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","75,255","24,678","5875-264547249-264571926-VCU-013-APX-CN-14-1529-01012013-31122013-0","","25/10/2021","0x327924cb8Fb1DaF959BBb8441F9B522E716F7794","Other","TOUCAN-1.0-137-0x989d4edd30fc7b6b57f683f14e2e3ccae1c13b13c9352ae30432139a6303aaab-463"
"13/06/2018","01/01/2013","31/12/2013","1529","Inner Mongolia Chao’er Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","75,255","10,322","5875-264536927-264547248-VCU-013-APX-CN-14-1529-01012013-31122013-0","","25/10/2021","0xe686c86a2CF340a96E087ed70E28A72025112Bb4","Other","TOUCAN-1.0-137-0x1294c99f08eb796be1dc97f1a73a1044d4abc79e81f321fa7be3b1e14b070c10-465"
"13/06/2018","01/01/2013","31/12/2013","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","45,864","7,250","5876-264591927-264599176-VCU-013-APX-CN-14-1542-01012013-31122013-0","","23/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0xc992490f9cc81a72350b9483f218feaa391df15c81da11d1cb0d72eedb9b750e-446"
"13/06/2018","01/01/2013","31/12/2013","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","45,864","2,750","5876-264599177-264601926-VCU-013-APX-CN-14-1542-01012013-31122013-0","","23/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0xc992490f9cc81a72350b9483f218feaa391df15c81da11d1cb0d72eedb9b750e-446"
"13/06/2018","01/01/2013","31/12/2013","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","45,864","20,000","5876-264571927-264591926-VCU-013-APX-CN-14-1542-01012013-31122013-0","","21/10/2021","0xdb97aa9b0c07254ef9e017641f5da271e5c31f35","Other","TOUCAN-1.0-137-0xcf1df22aae4272010cf8b9a16e8a8bb9868558718a69d40b1dbbada1906b9dc6-385"
"13/06/2018","01/01/2015","31/12/2015","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","44,819","20,000","5862-264399256-264419255-VCU-013-APX-CN-14-1542-01012015-31122015-0","","21/10/2021","0xdb97aa9b0c07254ef9e017641f5da271e5c31f35","Other","TOUCAN-1.0-137-0xe0e815b7e91ef59260dbfe188783ddf903dc815ee9f84d8586b13ec3f350d3cf-384"
"13/06/2018","01/01/2015","31/12/2015","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","44,819","20,000","5862-264379256-264399255-VCU-013-APX-CN-14-1542-01012015-31122015-0","","20/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0x59aec1a1ef5c9b80bba514fbe422f93ef58365ffb8c213cafc092b5717c68cb0-357"
"13/06/2018","01/01/2016","30/06/2016","1577","Fujian Yong’an Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","26,482","20,000","5857-264299256-264319255-VCU-013-APX-CN-14-1577-01012016-30062016-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x998e4b70bf74fee9a555691ec3faa4334ab2e54e517fdc6a43a4e1bfbb3e0425-27"
"13/06/2018","01/01/2016","31/03/2016","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","11,111","8,101","5863-264420329-264428429-VCU-013-APX-CN-14-1542-01012016-31032016-0","","20/10/2021","0xdb97aa9B0C07254Ef9E017641f5da271E5C31f35","Other","TOUCAN-1.0-137-0x0af5b43fd98753631fc8cfb95843919d97539993398da6988d791e2360d713e1-356"
"13/06/2018","01/01/2016","31/03/2016","1542","Yunnan Kunming Liangqu Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","11,111","826","5863-264419503-264420328-VCU-013-APX-CN-14-1542-01012016-31032016-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0x6e744391a62a9485e61e5c34e1156d76e3d49ae69b4523572fd37d7a4a5505e6-11"
"13/06/2018","01/01/2015","31/12/2015","1577","Fujian Yong’an Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","53,111","10,000","5858-264319256-264329255-VCU-013-APX-CN-14-1577-01012015-31122015-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xb37d51466fa456c4d9271559ee60b7bdec605d7fb55bf5f2eb9fc7745d4e5971-24"
"13/06/2018","01/01/2013","31/12/2013","1577","Fujian Yong’an Improved Forest Management Project","China","Agriculture Forestry and Other Land Use","Improved Forest Management","52,519","9,174","5860-264340082-264349255-VCU-013-APX-CN-14-1577-01012013-31122013-0","","13/10/2021","0xAf529400FF068AFbdc907c699B9184a4381481B0","Other","TOUCAN-1.0-137-0xef6ebc220fa299eb32993c95b04fd87b3f44b7f45e5ea9764d14ec42b7c54bbc-25"
"11/05/2018","08/08/2013","07/08/2014","985","Cordillera Azul National Park REDD Project","Peru","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","2,374,091","10,000","5800-259933952-259943951-VCU-024-MER-PE-14-985-08082013-07082014-1","CCB-Gold","15/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0xc5a677d8e97b0cf4edad85ce3cbbb09107363d8aa7dcd0ad5259f98ecb3596a7-69"
"11/05/2018","08/08/2013","07/08/2014","985","Cordillera Azul National Park REDD Project","Peru","Agriculture Forestry and Other Land Use","Reducing Emissions from Deforestation and Forest Degradation (REDD)","2,374,091","10,000","5800-259943952-259953951-VCU-024-MER-PE-14-985-08082013-07082014-1","CCB-Gold","15/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0x97f968b2b2d6dc1f5c665bb7acc181a0811bb7d8d15df16fa8c3dcc460186b2f-70"
"19/12/2017","01/11/2012","31/12/2012","934","The Mai Ndombe REDD+ Project","Congo, The Democratic Republic of The","Agriculture Forestry and Other Land Use","Avoided Ecosystem Conversion","438,870","32,000","5532-243379311-243411310-VCU-048-MER-CD-14-934-01112012-31122012-1","CCB-Gold","14/10/2021","0x5e037e2f5C92dc9E180426171b62Da65d3AD5325","Other","TOUCAN-1.0-137-0xe058c00954341559ea91d3226115d282172c73c4d300337c00fe624ce03e47b1-40"
"20/11/2017","01/01/2012","20/02/2012","1187","Shandong Yishui Tangwangshan Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","5,174","150","5426-236980160-236980309-VCU-046-APX-CN-1-1187-01012012-20022012-0","","27/10/2021","0x1d2eFe161Ac6E2E06E80708CD58690B0C0816063","Other","TOUCAN-1.0-137-0x6a0e77351147526f55fd1d57ffabfac96add9728dafe4a894f4a52a3340c1bd3-497"
"20/11/2017","01/01/2011","31/12/2011","1187","Shandong Yishui Tangwangshan Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","30,264","216","5425-236974920-236975135-VCU-046-APX-CN-1-1187-01012011-31122011-0","","27/10/2021","0xFea7485ec830d655ae7C6dC79DEc03e25539E14b","Other","TOUCAN-1.0-137-0x61fdc3314d39fb00988ea38dab5c2a9e16f2ddb82aec2766b9709affe015af30-503"
"20/11/2017","26/02/2011","29/02/2012","1188","Shandong Wendeng Zhangjiachan Wind Farm Project","China","Energy industries (renewable/non-renewable sources)","Grid-connected electricity generation from renewable sources","63,369","2,369","5424-236942503-236944871-VCU-046-APX-CN-1-1188-26022011-29022012-0","","18/10/2021","0x1e942ED55bD4E0C28c1F2edE717eCB16727FCFA2","Other","TOUCAN-1.0-137-0x1c2af592bc1570eb5f019c56a7ffb1244f53af92e5225c060e28d64b70fead2f-184"
